"","fecha","posicion","cancion","artista"
"23627",1973-08-25,99,"Kid Stuff","Barbara Fairchild"
"23628",1973-09-01,99,"I Can't Stand The Rain","Ann Peebles"
"23629",1973-09-22,99,"I'm Coming Home","Johnny Mathis"
"23630",1973-10-27,99,"Never, Never Gonna Give Ya Up","Barry White"
"23631",1973-11-24,99,"Last Kiss","Wednesday"
"23632",1973-12-01,99,"Love Has No Pride","Linda Ronstadt"
"23633",1973-12-08,99,"I Like To Live The Love","B.B. King"
"23634",1973-12-15,99,"Flashback","The 5th Dimension"
"23635",1973-12-29,99,"Life Is A Song Worth Singing","Johnny Mathis"
"23636",1974-01-05,99,"Let Me Get To Know You","Paul Anka"
"23637",1974-03-23,99,"Might Just Take Your Life","Deep Purple"
"23638",1974-04-20,99,"If You Wanna Get To Heaven","Ozark Mountain Daredevils"
"23639",1974-05-04,99,"Finally Got Myself Together (I'm A Changed Man)","The Impressions"
"23640",1974-05-18,99,"Fox Hunt","Herb Alpert & The Tijuana Brass"
"23641",1974-05-25,99,"It's Her Turn To Live","Smokey Robinson"
"23642",1974-06-01,99,"Georgia Porcupine","George Fischoff"
"23643",1974-06-08,99,"How Do You Feel The Morning After","Millie Jackson"
"23644",1974-07-13,99,"It Could Have Been Me","Sami Jo"
"23645",1974-08-10,99,"Funky Party","Clarence Reid"
"23646",1975-01-11,99,"I Won't Last A Day Without You/Let Me Be The One","Al Wilson"
"23647",1975-01-25,99,"Isn't It Lonely Together","Stark & McBrien"
"23648",1975-02-08,99,"Hijack","Herbie Mann"
"23649",1975-04-05,99,"Hang On Sloopy","Rick Derringer"
"23650",1975-04-26,99,"I'm On Fire","Dwight Twilley Band"
"23651",1975-05-31,99,"Hurt","The Manhattans"
"23652",1975-07-12,99,"Honey Trippin'","The Mystic Moods"
"23653",1975-09-13,99,"Living For The City","Ray Charles"
"23654",1975-09-20,99,"Keep On Tryin'","Poco"
"23655",1975-11-01,99,"I'll Go To My Grave Loving You","The Statler Brothers"
"23656",1975-11-08,99,"It's Time For Love","The Chi-lites"
"23657",1975-12-20,99,"I Believe In Father Christmas","Greg Lake"
"23658",1976-01-31,99,"January","Pilot"
"23659",1976-02-14,99,"Highfly","John Miles"
"23660",1976-02-28,99,"Make Me Smile (Come Up And See Me)","Steve Harley And Cockney Rebel"
"23661",1976-03-06,99,"I'm So Lonesome I Could Cry","Terry Bradshaw"
"23662",1976-03-27,99,"Falling Apart At The Seams","Marmalade"
"23663",1976-04-17,99,"Kiss And Say Goodbye","The Manhattans"
"23664",1976-05-01,99,"Moonlight Serenade","Bobby Vinton"
"23665",1976-08-14,99,"Listen To The Buddha","Ozo"
"23666",1976-11-27,99,"Laid Back Love","Major Harris"
"23667",1977-02-12,99,"My Pearl","Automatic Man"
"23668",1977-03-05,99,"It Ain't Easy Comin' Down","Charlene"
"23669",1977-05-14,99,"Freddie","Charlene"
"23670",1977-08-27,99,"If I Have To Go Away","Jigsaw"
"23671",1977-10-15,99,"My Eyes Get Blurry","Kenny Nolan"
"23672",1978-11-18,99,"Free Me From My Freedom/Tie Me To A Tree (Handcuff Me)","Bonnie Pointer"
"23673",1980-09-13,99,"I've Just Begun To Love You","Dynasty"
"23674",1980-10-11,99,"I Love Women","Jim Hurt"
"23675",1986-02-15,99,"In Between Days","The Cure"
"23676",1987-03-07,99,"Hold Me","Colin James Hay"
"23677",1988-05-21,99,"Fat","""Weird Al"" Yankovic"
"23678",1989-08-19,99,"Don't Shut Me Out","Kevin Paige"
"23679",1990-08-18,99,"Look Into My Eyes","George LaMond"
"23680",1990-10-27,99,"Hard To Handle","The Black Crowes"
"23681",1991-02-16,99,"How Can You Expect To Be Taken Seriously?","Pet Shop Boys"
"23682",1991-03-16,99,"Heartbreak Station","Cinderella"
"23683",1991-07-06,99,"Got A Love For You","Jomanda"
"23684",1991-07-27,99,"Hey Stoopid","Alice Cooper"
"23685",1991-10-26,99,"For Your Mind","Robbie Nevil"
"23686",1991-11-02,99,"Monsters And Angels","Voice Of The Beehive"
"23687",1991-11-09,99,"Double Good Everything","Smokey Robinson"
"23688",1992-02-22,99,"Juice (Know The Ledge)","Eric B. & Rakim"
"23689",1992-04-18,99,"Just Another Day","Jon Secada"
"23690",1992-05-09,99,"Never Satisfied","Good 2 Go"
"23691",1992-05-16,99,"Losing You","Mocca Soul"
"23692",1992-07-25,99,"I've Got Mine","Glenn Frey"
"23693",1992-09-12,99,"I Wanna Make Love To You (From ""Innocent Blood"")","Rhythm Syndicate"
"23694",1993-05-15,99,"Feed The Tree","Belly (rock)"
"23695",1993-08-28,99,"I'm In Luv","Joe"
"23696",1993-11-13,99,"Into Your Arms","The Lemonheads"
"23697",1994-06-04,99,"I Believe","The Sounds Of Blackness"
"23698",1994-07-09,99,"Love Is All Around","Wet Wet Wet"
"23699",1994-11-26,99,"Mental Picture","Jon Secada"
"23700",1995-01-14,99,"Nika","Vicious"
"23701",1995-07-15,99,"How Deep Is Your Love","Portrait"
"23702",1995-10-07,99,"Girlstown","Super Cat"
"23703",1995-11-25,99,"Funny How Time Flies","Intro"
"23704",1999-03-13,99,"Nann","Trick Daddy Featuring Trina"
"23705",1999-04-03,99,"Holla Holla","Ja Rule"
"23706",1999-05-08,99,"Harmless","Mulberry Lane"
"23707",1999-06-26,99,"Let Me Know","Cam'ron"
"23708",1999-07-31,99,"Lonely And Gone","Montgomery Gentry"
"23709",1999-11-27,99,"L.A. Song","Beth Hart"
"23710",2000-02-12,99,"Freakin' It","Will Smith"
"23711",2000-07-01,99,"Got Beef","Snoop Dogg Presents Tha Eastsidaz Featuring Jayo Felony And Blaqthoven"
"23712",2000-08-12,99,"Imagine That","LL Cool J"
"23713",2000-09-02,99,"Kernkraft 400","Zombie Nation"
"23714",2000-09-30,99,"He Loves U Not","Dream"
"23715",2000-10-21,99,"My Love Goes On And On","Chris Cagle"
"23716",2001-02-17,99,"Get Crunked Up","Iconz Featuring Tony Manshino"
"23717",2001-02-24,99,"Look At Us","Sarina Paris"
"23718",2001-04-28,99,"Like, Wow!","Leslie Carter"
"23719",2001-06-30,99,"Midwest Swing","St. Lunatics"
"23720",2001-07-14,99,"Just A Baby Boy","Snoop Dogg Featuring Tyrese & Mr. Tan"
"23721",2001-07-21,99,"I'm A Thug","Trick Daddy"
"23722",2001-10-13,99,"Lights, Camera, Action!","Mr. Cheeks"
"23723",2001-11-03,99,"Fatty Girl","Ludacris, LL Cool J & Keith Murray"
"23724",2001-12-15,99,"Got Ur Self A...","Nas"
"23725",2001-12-29,99,"God Bless America","Daniel Rodriguez"
"23726",2002-09-28,99,"Don't Say No, Just Say Yes","Avant"
"23727",2003-03-29,99,"Get By","Talib Kweli"
"23728",2003-04-05,99,"Never Scared","Bone Crusher Featuring Killer Mike & T.I."
"23729",2003-06-07,99,"Make Me A Song","Kiley Dean"
"23730",2003-09-06,99,"Got Some Teeth","Obie Trice"
"23731",2003-09-20,99,"Find A Way","Dwele"
"23732",2003-11-08,99,"Forthenight","Musiq"
"23733",2003-12-20,99,"Neva Eva","Trillville"
"23734",2004-01-03,99,"Freek-A-Leek","Petey Pablo"
"23735",2004-02-07,99,"Dude","Beenie Man Featuring Ms. Thing"
"23736",2004-04-10,99,"Leave (Get Out)","JoJo"
"23737",2004-04-17,99,"Got It Twisted","Mobb Deep"
"23738",2004-04-24,99,"Jook Gal (Wine Wine)","Elephant Man"
"23739",2004-05-01,99,"Just For You","Lionel Richie"
"23740",2004-05-29,99,"I'm Ready","Cherie"
"23741",2005-01-08,99,"Hold You Down","The Alchemist Featuring Prodigy, Illa Ghee & Nina Sky"
"23742",2005-01-15,99,"I'll Be Around","Daryl Hall John Oates"
"23743",2005-05-07,99,"Give Me That","Webbie Featuring Bun B"
"23744",2005-05-28,99,"Must Be Nice","Lyfe Jennings"
"23745",2005-06-18,99,"Like You","Daddy Yankee"
"23746",2005-12-17,99,"Kerosene","Miranda Lambert"
"23747",2006-01-07,99,"My Hood","Young Jeezy"
"23748",2006-04-22,99,"Every Time I Hear Your Name","Keith Anderson"
"23749",2006-06-03,99,"I Got You","Craig Morgan"
"23750",2006-07-01,99,"Ghetto Story Chapter 2","Cham Featuring Alicia Keys"
"23751",2006-07-22,99,"How 'Bout You","Eric Church"
"23752",2006-07-29,99,"Gallery","Mario Vazquez"
"23753",2006-08-19,99,"Give It Away","George Strait"
"23754",2006-09-23,99,"My Wish","Rascal Flatts"
"23755",2006-09-30,99,"My Little Girl","Tim McGraw"
"23756",2006-11-11,99,"Just Like You","Hannah Montana"
"23757",2007-03-10,99,"Long Trip Alone","Dierks Bentley"
"23758",2007-06-02,99,"Given Up","Linkin Park"
"23759",2007-07-21,99,"Misery Business","Paramore"
"23760",2007-09-29,99,"Me Enamora","Juanes"
"23761",2007-11-10,99,"Dreaming With A Broken Heart","John Mayer"
"23762",2007-12-08,99,"Independent","Webbie Featuring Lil' Phat & Lil' Boosie"
"23763",2007-12-15,99,"International Harvester","Craig Morgan"
"23764",2008-01-26,99,"Get My Drink On","Toby Keith"
"23765",2008-02-02,99,"God Must Be Busy","Brooks & Dunn"
"23766",2008-03-01,99,"In Love With A Girl","Gavin DeGraw"
"23767",2008-05-24,99,"Good Time","Alan Jackson"
"23768",2008-06-07,99,"I'm Alive","David Cook"
"23769",2008-07-12,99,"Here I Am","Rick Ross Featuring Nelly & Avery Storm"
"23770",2008-08-09,99,"Mamma Mia","Meryl Streep"
"23771",2008-10-18,99,"In Color","Jamey Johnson"
"23772",2008-11-15,99,"Don't Trust Me","3OH!3"
"23773",2008-11-22,99,"Leave Out All The Rest","Linkin Park"
"23774",2009-01-31,99,"More Like Her","Miranda Lambert"
"23775",2009-02-07,99,"Let Me","Pat Green"
"23776",2009-02-21,99,"Lions, Tigers & Bears","Jazmine Sullivan"
"23777",2009-03-21,99,"Marry For Money","Trace Adkins"
"23778",2009-05-02,99,"It's Alright, It's OK","Ashley Tisdale"
"23779",2009-11-07,99,"History In The Making","Darius Rucker"
"23780",2009-11-14,99,"I Get It In","Omarion Featuring Gucci Mane"
"23781",2009-12-05,99,"First Dance","Justin Bieber Featuring Usher"
"23782",2009-12-26,99,"Halfway Gone","Lifehouse"
"23783",2010-01-30,99,"Just Breathe","Pearl Jam"
"23784",2010-02-13,99,"Hurry Home","Jason Michael Carroll"
"23785",2010-03-20,99,"Keep On Lovin' You","Steel Magnolia"
"23786",2010-04-10,99,"I Never Told You","Colbie Caillat"
"23787",2010-07-03,99,"Fancy","Drake Featuring T.I. & Swizz Beatz"
"23788",2011-08-13,99,"Faster","Matt Nathanson"
"23789",2011-10-01,99,"Got 2 Luv U","Sean Paul Featuring Alexis Jordan"
"23790",2011-10-15,99,"Keep Me In Mind","Zac Brown Band"
"23791",2011-10-29,99,"Lost In Paradise","Evanescence"
"23792",2011-11-19,99,"Drummer Boy","Justin Bieber Featuring Busta Rhymes"
"23793",2012-02-04,99,"Love's Gonna Make It Alright","George Strait"
"23794",2012-02-25,99,"La Isla Bonita","Glee Cast Featuring Ricky Martin"
"23795",2012-04-14,99,"Naked","Dev & Enrique Iglesias"
"23796",2012-04-21,99,"Is Anybody Out There?","K'Naan Featuring Nelly Furtado"
"23797",2012-07-21,99,"Get It Started","Pitbull Featuring Shakira"
"23798",2012-08-18,99,"Let Me Love You (Until You Learn To Love Yourself)","Ne-Yo"
"23799",2012-10-20,99,"My Moment","DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih"
"23800",2012-12-22,99,"Neva End","Future"
"23801",2013-02-09,99,"Feel This Moment","Pitbull Featuring Christina Aguilera"
"23802",2013-03-09,99,"Like Jesus Does","Eric Church"
"23803",2013-03-16,99,"Levitate","Hadouken!"
"23804",2013-05-11,99,"Jump Right In","Zac Brown Band"
"23805",2013-07-06,99,"I Can't Tell You Why","The Swon Brothers"
"23806",2013-07-20,99,"Easy","Sheryl Crow"
"23807",2014-01-04,99,"Mine","Beyonce Featuring Drake"
"23808",2014-03-29,99,"Move That Doh","Future Featuring Pharrell, Pusha T & Casino"
"23809",2014-05-17,99,"Keep Them Kisses Comin'","Craig Campbell"
"23810",2014-06-21,99,"I'm Ready","AJR"
"23811",2014-06-28,99,"Hope You Get Lonely Tonight","Cole Swindell"
"23812",2014-07-26,99,"Dust","Eli Young Band"
"23813",2014-08-16,99,"I Will Never Let You Down","Rita Ora"
"23814",2014-10-11,99,"Left Hand Free","alt-J"
"23815",2014-11-01,99,"Drinking Class","Lee Brice"
"23816",2014-11-29,99,"Make Me Wanna","Thomas Rhett"
"23817",2015-02-28,99,"Keep Your Money","Empire Cast Featuring Jussie Smollett"
"23818",2015-03-28,99,"Little Toy Guns","Carrie Underwood"
"23819",2015-04-04,99,"Institutionalized","Kendrick Lamar Featuring Bilal, Anna Wise & Snoop Dogg"
"23820",2015-05-09,99,"I Don't Get Tired (#IDGT)","Kevin Gates Featuring August Alsina"
"23821",2015-06-20,99,"Hell Of A Night","Dustin Lynch"
"23822",2015-07-11,99,"Like I Can","Sam Smith"
"23823",2015-08-22,99,"If Only","Dove Cameron"
"23824",2015-10-10,99,"Hold Each Other","A Great Big World Featuring FUTURISTIC"
"23825",2016-02-27,99,"Little Bit Of You","Chase Bryant"
"23826",2016-04-23,99,"Feedback","Kanye West"
"23827",2016-05-07,99,"Let Me Love You","Ariana Grande Featuring Lil Wayne"
"23828",2016-06-18,99,"Fix","Chris Lane"
"23829",2016-07-30,99,"No Money","Galantis"
"23830",2016-08-13,99,"Middle Of A Memory","Cole Swindell"
"23831",2016-09-10,99,"I Met A Girl","William Michael Morgan"
"23832",2016-11-05,99,"How I'll Always Be","Tim McGraw"
"23833",2017-01-14,99,"Hate U Love U","Olivia O'Brien"
"23834",2017-02-04,99,"Down","Marian Hill"
"23835",2017-02-18,99,"El Amante","Nicky Jam"
"23836",2017-04-29,99,"If I Told You","Darius Rucker"
"23837",2017-07-22,99,"Extra Luv","Future Featuring YG"
"23838",2017-08-12,99,"Heavy Heart","Meek Mill"
"23839",2017-08-19,99,"For Her","Chris Lane"
"23840",2017-08-26,99,"Havana","Camila Cabello Featuring Young Thug"
"23841",1958-08-02,100,"Judy","Frankie Vaughan"
"23842",1958-08-16,100,"Going To Chicago Blues","Count Basie & His Orch."
"23843",1958-09-20,100,"Itchy Twitchy Feeling","The Swallows"
"23844",1958-09-27,100,"Forget Me Not","Kalin Twins"
"23845",1958-10-04,100,"Just Young","Andy Rose"
"23846",1958-10-11,100,"I'll Wait For You","Frankie Avalon"
"23847",1959-01-03,100,"Gazachstahagen","The Wild-Cats"
"23848",1959-01-10,100,"It's Only The Beginning","The Kalin Twins"
"23849",1959-01-31,100,"Madrid","Nat King Cole"
"23850",1959-02-07,100,"Moonlight Serenade","The Rivieras"
"23851",1959-02-21,100,"Glad Rags","Tennessee Ernie Ford"
"23852",1959-04-11,100,"Kansas City","Wilbert Harrison"
"23853",1959-05-09,100,"Love Me In The Daytime","Doris Day"
"23854",1959-05-16,100,"I Can't Get You Out Of My Heart","Al Martino"
"23855",1959-05-30,100,"Jack O'Diamonds","Ruth Brown"
"23856",1959-08-08,100,"I Ain't Never","Webb Pierce"
"23857",1959-08-22,100,"I Looked At Heaven","Tommy Edwards"
"23858",1959-09-12,100,"I Ain't Never","The Four Preps"
"23859",1959-10-03,100,"Love Walked In","The Flamingos"
"23860",1959-10-17,100,"Don't Take The Stars","The Mystics"
"23861",1959-12-12,100,"Just Come Home","Hugo & Luigi"
"23862",1960-02-20,100,"Let Them Talk","Little Willie John"
"23863",1960-02-27,100,"Just Give Me A Ring","Clyde McPhatter"
"23864",1960-03-05,100,"Down By The Riverside","Les Compagnons De La Chanson"
"23865",1960-04-16,100,"Got A Girl","The Four Preps"
"23866",1960-04-23,100,"Dutchman's Gold","Walter Brennan With Billy Vaughn and his Orchestra"
"23867",1960-05-14,100,"Mojo Workout (Dance)","Larry Bright"
"23868",1960-05-21,100,"Lonely Winds","The Drifters"
"23869",1960-05-28,100,"Maria","Johnny Mathis"
"23870",1960-07-09,100,"My Shoes Keep Walking Back To You","Guy Mitchell"
"23871",1960-07-16,100,"Night Train","The Viscounts"
"23872",1960-08-13,100,"How High The Moon (Part 1)","Ella Fitzgerald"
"23873",1960-10-01,100,"My Hero","The Blue Notes"
"23874",1960-10-08,100,"If She Should Come To You (La Montana)","Anthony Newley"
"23875",1960-10-15,100,"Midnight Lace - Part I","Ray Conniff His Orchestra And Chorus"
"23876",1960-10-22,100,"Isn't It Amazing","The Crests featuring Johnny Mastro"
"23877",1960-11-19,100,"Gloria's Theme","Adam Wade"
"23878",1960-11-26,100,"Have You Ever Been Lonely (Have You Ever Been Blue)","Teresa Brewer"
"23879",1961-01-14,100,"I Remember","Maurice Williams & The Zodiacs"
"23880",1961-02-18,100,"Dream Boy","Annette With The Afterbeats"
"23881",1961-03-25,100,"Green Grass Of Texas","The Texans"
"23882",1961-04-08,100,"Ground Hog","The Browns Featuring Jim Edward Brown"
"23883",1961-05-13,100,"Here's My Confession","Wyatt (Earp) McPherson"
"23884",1961-05-20,100,"Driving Wheel","Junior Parker"
"23885",1961-06-17,100,"I'll Never Be Free","Kay Starr"
"23886",1961-07-08,100,"Michael","The Highwaymen"
"23887",1961-08-05,100,"My Heart's On Fire","Billy Bland"
"23888",1961-08-19,100,"Donald Where's Your Troosers?","Andy Stewart"
"23889",1961-09-02,100,"Foot Stomping - Part 1","The Flares"
"23890",1961-09-09,100,"I Love You Yes I Do","Bull Moose Jackson"
"23891",1961-10-07,100,"Make Believe Wedding","The Castells"
"23892",1961-10-28,100,"I Wonder (If Your Love Will Ever Belong To Me)","The Pentagons"
"23893",1961-11-04,100,"Losing Your Love","Jim Reeves"
"23894",1961-11-11,100,"Funny How Time Slips Away","Jimmy Elledge"
"23895",1961-12-09,100,"Flying Circle","Frank Slay And His Orchestra"
"23896",1961-12-23,100,"Ev'rybody's Cryin'","Jimmie Beaumont"
"23897",1961-12-30,100,"Drown In My Own Tears","Don Shirley"
"23898",1962-03-31,100,"King Of Clowns","Neil Sedaka"
"23899",1962-05-12,100,"Dream","Dinah Washington"
"23900",1962-06-02,100,"I Need Your Loving","Don Gardner And Dee Dee Ford"
"23901",1962-06-16,100,"Lisa","Ferrante & Teicher"
"23902",1962-07-07,100,"Make It Easy On Yourself","Jerry Butler"
"23903",1962-07-21,100,"Goodbye Dad","The Castle Sisters"
"23904",1962-08-04,100,"Houdini","Walter Brennan"
"23905",1962-10-13,100,"I'm Gonna Change Everything","Jim Reeves"
"23906",1962-10-27,100,"Four Walls","Kay Starr"
"23907",1962-11-03,100,"Father Knows Best","The Radiants"
"23908",1962-11-10,100,"Go Away Little Girl","Steve Lawrence"
"23909",1962-12-01,100,"Limelight","Mr. Acker Bilk"
"23910",1962-12-08,100,"Night Time","Pete Antell"
"23911",1962-12-22,100,"I Need You","Rick Nelson"
"23912",1963-01-26,100,"Meditation (Meditacao)","Charlie Byrd"
"23913",1963-03-02,100,"I'm Just A Country Boy","George McCurn"
"23914",1963-04-20,100,"If You Can't Rock Me","Ricky Nelson"
"23915",1963-05-04,100,"Forever","The Marvelettes"
"23916",1963-05-11,100,"Hobo Flats - Part I","Jimmy Smith"
"23917",1963-06-01,100,"I Can't Stop Loving You","Count Basie"
"23918",1963-06-08,100,"Just One Look","Doris Troy"
"23919",1963-06-15,100,"Hootenanny","The Glencoves"
"23920",1963-08-03,100,"Make The Music Play","Dionne Warwick"
"23921",1963-08-10,100,"More","Vic Dana"
"23922",1963-08-31,100,"Make The World Go Away","Ray Price"
"23923",1963-09-28,100,"Let's Make Love Tonight","Bobby Rydell"
"23924",1963-10-05,100,"Michael - Pt. 1","Steve Alaimo"
"23925",1963-10-12,100,"Hey Lonely One","Baby Washington"
"23926",1963-11-16,100,"Hey Lover","Debbie Dovale"
"23927",1964-02-01,100,"Here's A Heart","The Diplomats"
"23928",1964-02-22,100,"Mo-Onions","Booker T. & The MG's"
"23929",1964-02-29,100,"Lazy Lady","Fats Domino"
"23930",1964-04-18,100,"Little Boxes","The Womenfolk"
"23931",1964-04-25,100,"Hurt By Love","Inez Foxx"
"23932",1964-05-23,100,"No Particular Place To Go","Chuck Berry"
"23933",1964-05-30,100,"Everybody Knows","Steve Lawrence"
"23934",1964-06-13,100,"Dream Lover","The Paris Sisters"
"23935",1964-06-27,100,"Help The Poor","B.B. King"
"23936",1964-07-04,100,"My Heart Skips A Beat","Buck Owens"
"23937",1964-07-25,100,"It's All Over Now","The Rolling Stones"
"23938",1964-08-08,100,"If I'm A Fool For Loving You","Bobby Wood"
"23939",1964-09-26,100,"I Had A Talk With My Man","Mitty Collier"
"23940",1964-10-10,100,"Just A Moment Ago","Soul Sisters"
"23941",1964-10-17,100,"Garden In The Rain","Vic Dana"
"23942",1964-10-24,100,"My Love, Forgive Me (Amore, Scusami)","Robert Goulet"
"23943",1964-10-31,100,"It Ain't Me, Babe","Johnny Cash"
"23944",1964-11-14,100,"I've Got The Skill","Jackie Ross"
"23945",1964-11-28,100,"It'll Never Be Over For Me","Baby Washington"
"23946",1964-12-05,100,"I Don't Want To Walk Without You","Phyllis McGuire"
"23947",1964-12-12,100,"My Buddy Seat","The Hondells"
"23948",1964-12-19,100,"Little Bell","The Dixie Cups"
"23949",1965-01-09,100,"Hello Pretty Girl","Ronnie Dove"
"23950",1965-01-16,100,"My Heart Would Know","Al Martino"
"23951",1965-01-30,100,"Goldfinger","Jack Laforge His Piano and Orchestra"
"23952",1965-02-06,100,"Love Me As Though There Were No Tomorrow","Sonny Knight"
"23953",1965-02-27,100,"Land Of 1000 Dances","Cannibal And The Headhunters"
"23954",1965-03-06,100,"Gee Baby (I'm Sorry)","The Three Degrees"
"23955",1965-05-01,100,"He Ain't No Angel","The Ad Libs"
"23956",1965-06-12,100,"Long Live Love","Sandie Shaw"
"23957",1965-06-26,100,"Forget Domani","Frank Sinatra"
"23958",1965-07-03,100,"Love Me Now","Brook Benton"
"23959",1965-07-10,100,"From A Window","Chad & Jeremy"
"23960",1965-07-17,100,"I'm A Fool To Care","Ray Charles"
"23961",1965-09-11,100,"Little Miss Sad","The Five Emprees"
"23962",1965-09-18,100,"How Nice It Is","Billy Stewart"
"23963",1965-09-25,100,"Let's Move & Groove (Together)","Johnny Nash"
"23964",1965-10-16,100,"Make It Easy On Yourself","The Walker Bros."
